Speaker	GlobalIndex	StartTime	StopTime	Tokens	NGrams	SelfShared	OtherShared	N	OverlapCount	OverlapSeconds	AvgOverlap	Day	Reality
f	44	0:59:16	0:59:17	6	6	0	0	1	0	0	0	1	9
f	45	0:59:57	0:59:58	1	1	0	0	1	0	0	0	1	9
f	46	0:59:57	1:0:3	1	1	0	0	1	0	0	0	1	9
f	47	1:0:21	1:0:28	1	1	0	0	1	0	0	0	1	9
g	48	1:4:29	1:4:32	11	11	0	0	1	0	0	0	1	9
f	49	1:5:56	1:5:59	4	4	0	1	1	0	0	0	1	9
f	50	1:6:46	1:6:46	1	1	1	0	1	0	0	0	1	9
f	51	1:8:36	1:8:44	1	1	1	0	1	0	0	0	1	9
g	52	1:11:6	1:11:13	1	1	0	1	1	0	0	0	1	9
f	53	1:12:42	1:12:45	1	1	0	0	1	0	0	0	1	9
g	54	1:13:1	1:13:5	5	5	0	0	1	0	0	0	1	9
g	55	1:13:17	1:13:19	4	4	1	0	1	0	0	0	1	9
g	56	1:13:45	1:13:49	16	16	1	0	1	0	0	0	1	9
g	57	1:15:11	1:15:17	6	6	2	0	1	0	0	0	1	9
f	58	1:17:35	1:17:40	1	1	0	1	1	0	0	0	1	9
g	59	1:18:51	1:18:51	5	5	0	0	1	0	0	0	1	9
g	60	1:20:26	1:20:26	1	1	0	0	1	0	0	0	1	9
g	61	1:20:48	1:20:57	4	4	0	0	1	0	0	0	1	9
f	62	1:21:6	1:21:6	5	5	0	0	1	0	0	0	1	9
g	63	1:21:19	1:21:23	1	1	0	0	1	0	0	0	1	9
g	64	1:22:33	1:22:35	10	10	0	1	1	0	0	0	1	9
g	65	1:22:32	1:22:37	1	1	0	0	1	0	0	0	1	9
g	66	1:23:8	1:23:15	4	4	0	1	1	0	0	0	1	9
f	67	1:26:0	1:26:2	5	5	0	0	1	0	0	0	1	9
f	68	1:26:3	1:26:9	1	1	0	0	1	0	0	0	1	9
g	69	1:27:47	1:27:50	11	11	1	0	1	0	0	0	1	9
f	70	1:28:59	1:29:7	5	5	0	1	1	0	0	0	1	9
g	71	1:31:59	1:32:6	14	14	2	0	1	0	0	0	1	9
g	72	1:32:1	1:32:7	5	5	0	1	1	0	0	0	1	9
g	73	1:32:21	1:32:28	3	3	1	1	1	0	0	0	1	9
g	74	1:32:36	1:32:36	1	1	0	0	1	0	0	0	1	9
f	75	1:32:55	1:33:4	12	12	1	2	1	0	0	0	1	9
g	76	1:34:28	1:34:31	3	3	0	0	1	0	0	0	1	9
g	77	1:35:1	1:35:1	4	4	1	0	1	0	0	0	1	9
f	78	1:39:7	1:39:9	15	15	2	0	1	0	0	0	1	9
g	79	1:39:23	1:39:26	3	3	0	0	1	0	0	0	1	9
f	80	1:42:7	1:42:11	7	7	3	0	1	0	0	0	1	9
f	81	1:43:25	1:43:27	1	1	0	0	1	0	0	0	1	9
f	82	1:43:43	1:43:43	7	7	0	0	1	0	0	0	1	9
f	83	1:43:53	1:43:56	1	1	0	0	1	0	0	0	1	9
g	84	1:44:30	1:44:39	1	1	0	1	1	0	0	0	1	9
g	85	1:46:7	1:46:14	9	9	0	0	1	0	0	0	1	9
g	86	1:47:44	1:47:50	1	1	0	0	1	0	0	0	1	9
g	87	1:48:6	1:48:14	10	10	0	0	1	0	0	0	1	9
g	88	1:48:38	1:48:39	1	1	0	0	1	0	0	0	1	9
f	89	1:49:3	1:49:9	3	3	1	0	1	0	0	0	1	9
g	90	1:50:21	1:50:29	8	8	0	0	1	0	0	0	1	9
g	91	1:53:51	1:53:57	4	4	0	0	1	0	0	0	1	9
g	92	1:54:56	1:54:57	6	6	1	0	1	0	0	0	1	9
f	93	1:54:57	1:55:0	1	1	0	0	1	1	0	0	1	9
g	94	1:55:29	1:55:36	15	15	7	0	1	0	0	0	1	9
f	95	1:58:1	1:58:1	5	5	0	1	1	0	0	0	1	9
f	96	2:0:25	2:0:30	1	1	0	0	1	0	0	0	1	9
f	97	2:0:59	2:1:5	2	2	0	0	1	0	0	0	1	9
g	98	2:9:42	2:9:42	12	12	3	0	1	0	0	0	1	9
g	99	2:11:11	2:11:11	1	1	0	0	1	0	0	0	1	9
f	100	2:17:55	2:17:58	1	1	0	0	1	0	0	0	1	9
g	101	2:18:2	2:18:9	8	8	0	1	1	0	0	0	1	9
f	102	2:18:29	2:18:37	1	1	0	0	1	0	0	0	1	9
f	103	2:19:22	2:19:31	1	1	0	0	1	0	0	0	1	9
g	104	2:21:6	2:21:6	7	7	1	0	1	0	0	0	1	9
f	105	2:21:19	2:21:19	1	1	0	0	1	0	0	0	1	9
g	106	2:23:10	2:23:15	5	5	1	0	1	0	0	0	1	9
g	107	2:23:46	2:23:46	19	19	2	0	1	0	0	0	1	9
g	108	2:24:2	2:24:8	11	11	0	0	1	0	0	0	1	9
g	109	2:24:22	2:24:23	7	7	0	0	1	0	0	0	1	9
f	110	2:24:50	2:24:56	1	1	0	0	1	0	0	0	1	9
g	111	2:25:54	2:26:3	2	2	0	0	1	0	0	0	1	9
g	112	2:26:31	2:26:35	10	10	0	0	1	0	0	0	1	9
f	113	2:26:56	2:27:3	10	10	0	2	1	0	0	0	1	9
f	114	2:27:8	2:27:13	1	1	0	0	1	0	0	0	1	9
g	115	2:27:21	2:27:21	6	6	1	1	1	0	0	0	1	9
g	116	2:29:9	2:29:18	7	7	1	0	1	0	0	0	1	9
f	117	2:30:7	2:30:12	5	5	0	1	1	0	0	0	1	9
f	118	2:30:50	2:30:53	19	19	0	3	1	0	0	0	1	9
f	119	2:31:33	2:31:41	2	2	0	0	1	0	0	0	1	9
f	120	2:32:14	2:32:21	1	1	0	0	1	0	0	0	1	9
g	121	2:33:53	2:33:59	6	6	1	0	1	0	0	0	1	9
g	122	2:35:57	2:35:57	7	7	1	0	1	0	0	0	1	9
g	123	2:37:2	2:37:4	11	11	0	0	1	0	0	0	1	9
f	124	2:38:2	2:38:10	1	1	0	0	1	0	0	0	1	9
f	125	2:38:59	2:39:1	1	1	0	0	1	0	0	0	1	9
g	126	2:39:5	2:39:7	1	1	0	0	1	0	0	0	1	9
f	127	2:39:27	2:39:31	8	8	0	0	1	0	0	0	1	9
f	128	2:40:6	2:40:7	1	1	0	0	1	0	0	0	1	9
f	130	2:40:35	2:40:41	1	1	0	0	1	0	0	0	1	9
g	129	2:40:41	2:40:41	8	8	0	0	1	1	0	0	1	9
g	131	2:42:56	2:43:0	13	13	3	0	1	0	0	0	1	9
f	132	2:43:23	2:43:27	3	3	0	1	1	0	0	0	1	9
f	133	2:46:8	2:46:11	6	6	1	2	1	0	0	0	1	9
f	134	2:46:15	2:46:22	11	11	2	3	1	0	0	0	1	9
g	135	2:46:43	2:46:46	17	17	6	6	1	0	0	0	1	9
f	136	2:47:48	2:47:55	1	1	0	0	1	0	0	0	1	9
f	137	2:48:40	2:48:40	3	3	0	1	1	0	0	0	1	9
f	138	2:48:55	2:48:56	4	4	1	1	1	0	0	0	1	9
g	139	2:49:3	2:49:10	4	4	2	1	1	0	0	0	1	9
g	140	2:49:43	2:49:49	1	1	0	0	1	0	0	0	1	9
g	141	2:49:56	2:50:5	1	1	1	0	1	0	0	0	1	9
g	142	2:51:35	2:51:39	22	22	0	2	1	0	0	0	1	9
g	143	2:52:44	2:52:50	1	1	0	0	1	0	0	0	1	9
g	144	2:54:21	2:54:22	7	7	0	0	1	0	0	0	1	9
g	145	2:57:14	2:57:15	6	6	0	1	1	0	0	0	1	9
g	146	2:58:52	2:59:1	6	6	0	0	1	0	0	0	1	9
f	147	2:59:14	2:59:21	1	1	0	0	1	0	0	0	1	9
f	148	2:59:35	2:59:36	8	8	1	1	1	0	0	0	1	9
f	149	3:0:20	3:0:26	2	2	0	0	1	0	0	0	1	9
g	150	3:0:32	3:0:34	1	1	0	0	1	0	0	0	1	9
g	151	3:1:50	3:1:55	5	5	0	0	1	0	0	0	1	9
f	152	3:2:13	3:2:18	6	6	0	2	1	0	0	0	1	9
g	153	3:6:27	3:6:36	9	9	3	1	1	0	0	0	1	9
g	154	3:6:55	3:6:58	9	9	3	3	1	0	0	0	1	9
f	155	3:7:7	3:7:7	1	1	0	0	1	0	0	0	1	9
f	156	3:7:11	3:7:20	10	10	0	2	1	0	0	0	1	9
g	157	3:7:36	3:7:38	1	1	0	1	1	0	0	0	1	9
g	158	3:8:2	3:8:10	15	15	0	4	1	0	0	0	1	9
g	159	3:8:39	3:8:48	11	11	4	2	1	0	0	0	1	9
g	160	3:9:11	3:9:16	1	1	0	1	1	0	0	0	1	9
g	161	3:9:18	3:9:26	1	1	0	1	1	0	0	0	1	9
f	162	3:10:41	3:10:48	1	1	1	1	1	0	0	0	1	9
g	163	3:12:44	3:12:44	1	1	0	0	1	0	0	0	1	9
g	164	3:12:45	3:12:46	9	9	1	0	1	0	0	0	1	9
g	165	3:12:49	3:12:55	1	1	0	0	1	0	0	0	1	9
f	166	3:13:25	3:13:25	1	1	0	0	1	0	0	0	1	9
f	167	3:13:29	3:13:33	10	10	0	0	1	0	0	0	1	9
f	168	3:13:29	3:13:35	2	2	1	0	1	0	0	0	1	9
f	169	3:15:30	3:15:39	9	9	1	0	1	0	0	0	1	9
g	171	3:16:29	3:16:38	3	3	0	0	1	0	0	0	1	9
f	170	3:16:30	3:16:34	1	1	0	0	1	1	8	8	1	9
g	172	3:16:40	3:16:40	7	7	0	0	1	0	0	0	1	9
g	173	3:17:21	3:17:21	2	2	0	0	1	0	0	0	1	9
f	174	3:18:43	3:18:44	9	9	0	0	1	0	0	0	1	9
f	175	3:20:55	3:21:3	1	1	0	0	1	0	0	0	1	9
f	176	3:24:26	3:24:32	1	1	0	0	1	0	0	0	1	9
f	177	3:26:14	3:26:23	1	1	1	0	1	0	0	0	1	9
g	178	3:31:40	3:31:44	6	6	0	0	1	0	0	0	1	9
g	179	3:33:57	3:33:58	10	10	2	0	1	0	0	0	1	9
f	180	3:34:8	3:34:11	1	1	1	0	1	0	0	0	1	9
g	181	3:36:1	3:36:4	9	9	1	0	1	0	0	0	1	9
g	182	3:36:14	3:36:16	1	1	0	1	1	0	0	0	1	9
f	183	3:38:3	3:38:4	1	1	1	1	1	0	0	0	1	9
g	184	3:38:24	3:38:32	3	3	0	0	1	0	0	0	1	9
g	185	3:39:0	3:39:7	1	1	0	1	1	0	0	0	1	9
g	186	3:41:49	3:41:57	6	6	0	0	1	0	0	0	1	9
g	187	3:43:12	3:43:17	15	15	1	0	1	0	0	0	1	9
f	188	3:45:59	3:46:4	6	6	0	1	1	0	0	0	1	9
g	190	3:48:32	3:48:41	4	4	0	0	1	0	0	0	1	9
f	189	3:48:32	3:48:35	4	4	1	0	1	1	3	3	1	9
f	191	3:50:5	3:50:7	1	1	1	0	1	0	0	0	1	9
f	192	3:50:26	3:50:32	1	1	0	1	1	0	0	0	1	9
g	0	0:2:16	0:2:23	5	4	0	0	2	0	0	0	1	9
f	1	0:4:19	0:4:25	1	0	0	0	2	0	0	0	1	9
f	2	0:4:54	0:4:55	1	0	0	0	2	0	0	0	1	9
g	3	0:6:4	0:6:8	7	6	0	0	2	0	0	0	1	9
g	4	0:6:51	0:6:55	3	2	0	0	2	0	0	0	1	9
f	5	0:11:4	0:11:5	1	0	0	0	2	0	0	0	1	9
f	6	0:14:52	0:14:56	5	4	0	0	2	0	0	0	1	9
g	7	0:15:44	0:15:51	8	7	0	0	2	0	0	0	1	9
g	8	0:16:44	0:16:49	8	7	0	0	2	0	0	0	1	9
g	9	0:17:6	0:17:15	14	13	0	0	2	0	0	0	1	9
f	10	0:18:42	0:18:44	2	1	0	0	2	0	0	0	1	9
g	11	0:18:58	0:19:1	4	3	1	0	2	0	0	0	1	9
f	12	0:19:19	0:19:20	1	0	0	0	2	0	0	0	1	9
g	13	0:20:18	0:20:23	2	1	0	0	2	0	0	0	1	9
g	14	0:20:47	0:20:54	1	0	0	0	2	0	0	0	1	9
g	15	0:21:20	0:21:21	1	0	0	0	2	0	0	0	1	9
f	16	0:23:9	0:23:18	1	0	0	0	2	0	0	0	1	9
f	17	0:24:8	0:24:13	2	1	0	0	2	0	0	0	1	9
f	18	0:24:20	0:24:23	7	6	0	0	2	0	0	0	1	9
f	19	0:26:46	0:26:54	1	0	0	0	2	0	0	0	1	9
g	20	0:27:35	0:27:43	10	9	0	0	2	0	0	0	1	9
g	21	0:29:13	0:29:16	7	6	0	0	2	0	0	0	1	9
g	22	0:30:14	0:30:21	1	0	0	0	2	0	0	0	1	9
g	23	0:31:2	0:31:9	1	0	0	0	2	0	0	0	1	9
f	24	0:33:3	0:33:12	1	0	0	0	2	0	0	0	1	9
g	25	0:34:53	0:34:59	1	0	0	0	2	0	0	0	1	9
f	26	0:36:52	0:36:58	9	8	0	0	2	0	0	0	1	9
g	27	0:37:1	0:37:8	1	0	0	0	2	0	0	0	1	9
f	28	0:39:0	0:39:3	12	11	0	0	2	0	0	0	1	9
g	29	0:43:0	0:43:8	5	4	0	0	2	0	0	0	1	9
g	30	0:43:12	0:43:13	1	0	0	0	2	0	0	0	1	9
g	31	0:43:44	0:43:47	3	2	0	0	2	0	0	0	1	9
f	32	0:45:56	0:46:4	15	14	2	0	2	0	0	0	1	9
g	33	0:47:39	0:47:45	16	15	0	0	2	0	0	0	1	9
f	34	0:48:48	0:48:54	1	0	0	0	2	0	0	0	1	9
g	35	0:50:57	0:51:3	6	5	0	0	2	0	0	0	1	9
g	36	0:51:14	0:51:23	5	4	2	0	2	0	0	0	1	9
g	37	0:53:58	0:54:5	11	10	1	0	2	0	0	0	1	9
f	38	0:55:4	0:55:5	1	0	0	0	2	0	0	0	1	9
f	39	0:55:5	0:55:6	3	2	0	0	2	0	0	0	1	9
g	40	0:56:20	0:56:22	10	9	0	0	2	0	0	0	1	9
g	41	0:56:31	0:56:31	1	0	0	0	2	0	0	0	1	9
f	42	0:56:37	0:56:43	1	0	0	0	2	0	0	0	1	9
f	43	0:58:51	0:58:54	1	0	0	0	2	0	0	0	1	9
f	44	0:59:16	0:59:17	6	5	0	0	2	0	0	0	1	9
f	45	0:59:57	0:59:58	1	0	0	0	2	0	0	0	1	9
f	46	0:59:57	1:0:3	1	0	0	0	2	0	0	0	1	9
f	47	1:0:21	1:0:28	1	0	0	0	2	0	0	0	1	9
g	48	1:4:29	1:4:32	11	10	0	0	2	0	0	0	1	9
f	49	1:5:56	1:5:59	4	3	0	0	2	0	0	0	1	9
f	50	1:6:46	1:6:46	1	0	0	0	2	0	0	0	1	9
f	51	1:8:36	1:8:44	1	0	0	0	2	0	0	0	1	9
g	52	1:11:6	1:11:13	1	0	0	0	2	0	0	0	1	9
f	53	1:12:42	1:12:45	1	0	0	0	2	0	0	0	1	9
g	54	1:13:1	1:13:5	5	4	0	0	2	0	0	0	1	9
g	55	1:13:17	1:13:19	4	3	0	0	2	0	0	0	1	9
g	56	1:13:45	1:13:49	16	15	0	0	2	0	0	0	1	9
g	57	1:15:11	1:15:17	6	5	0	0	2	0	0	0	1	9
f	58	1:17:35	1:17:40	1	0	0	0	2	0	0	0	1	9
g	59	1:18:51	1:18:51	5	4	0	0	2	0	0	0	1	9
g	60	1:20:26	1:20:26	1	0	0	0	2	0	0	0	1	9
g	61	1:20:48	1:20:57	4	3	0	0	2	0	0	0	1	9
f	62	1:21:6	1:21:6	5	4	0	0	2	0	0	0	1	9
g	63	1:21:19	1:21:23	1	0	0	0	2	0	0	0	1	9
g	64	1:22:33	1:22:35	10	9	0	0	2	0	0	0	1	9
g	65	1:22:32	1:22:37	1	0	0	0	2	0	0	0	1	9
g	66	1:23:8	1:23:15	4	3	0	0	2	0	0	0	1	9
f	67	1:26:0	1:26:2	5	4	0	0	2	0	0	0	1	9
f	68	1:26:3	1:26:9	1	0	0	0	2	0	0	0	1	9
g	69	1:27:47	1:27:50	11	10	0	0	2	0	0	0	1	9
f	70	1:28:59	1:29:7	5	4	0	0	2	0	0	0	1	9
g	71	1:31:59	1:32:6	14	13	0	0	2	0	0	0	1	9
g	72	1:32:1	1:32:7	5	4	0	0	2	0	0	0	1	9
g	73	1:32:21	1:32:28	3	2	0	0	2	0	0	0	1	9
g	74	1:32:36	1:32:36	1	0	0	0	2	0	0	0	1	9
f	75	1:32:55	1:33:4	12	11	0	0	2	0	0	0	1	9
g	76	1:34:28	1:34:31	3	2	0	0	2	0	0	0	1	9
g	77	1:35:1	1:35:1	4	3	0	0	2	0	0	0	1	9
f	78	1:39:7	1:39:9	15	14	0	0	2	0	0	0	1	9
g	79	1:39:23	1:39:26	3	2	0	0	2	0	0	0	1	9
f	80	1:42:7	1:42:11	7	6	0	0	2	0	0	0	1	9
f	81	1:43:25	1:43:27	1	0	0	0	2	0	0	0	1	9
f	82	1:43:43	1:43:43	7	6	0	0	2	0	0	0	1	9
f	83	1:43:53	1:43:56	1	0	0	0	2	0	0	0	1	9
g	84	1:44:30	1:44:39	1	0	0	0	2	0	0	0	1	9
g	85	1:46:7	1:46:14	9	8	0	0	2	0	0	0	1	9
g	86	1:47:44	1:47:50	1	0	0	0	2	0	0	0	1	9
g	87	1:48:6	1:48:14	10	9	0	0	2	0	0	0	1	9
g	88	1:48:38	1:48:39	1	0	0	0	2	0	0	0	1	9
f	89	1:49:3	1:49:9	3	2	0	0	2	0	0	0	1	9
g	90	1:50:21	1:50:29	8	7	0	0	2	0	0	0	1	9
g	91	1:53:51	1:53:57	4	3	0	0	2	0	0	0	1	9
g	92	1:54:56	1:54:57	6	5	0	0	2	0	0	0	1	9
f	93	1:54:57	1:55:0	1	0	0	0	2	1	0	0	1	9
g	94	1:55:29	1:55:36	15	14	4	0	2	0	0	0	1	9
f	95	1:58:1	1:58:1	5	4	0	0	2	0	0	0	1	9
f	96	2:0:25	2:0:30	1	0	0	0	2	0	0	0	1	9
f	97	2:0:59	2:1:5	2	1	0	0	2	0	0	0	1	9
g	98	2:9:42	2:9:42	12	11	0	0	2	0	0	0	1	9
g	99	2:11:11	2:11:11	1	0	0	0	2	0	0	0	1	9
f	100	2:17:55	2:17:58	1	0	0	0	2	0	0	0	1	9
g	101	2:18:2	2:18:9	8	7	0	0	2	0	0	0	1	9
f	102	2:18:29	2:18:37	1	0	0	0	2	0	0	0	1	9
f	103	2:19:22	2:19:31	1	0	0	0	2	0	0	0	1	9
g	104	2:21:6	2:21:6	7	6	0	0	2	0	0	0	1	9
f	105	2:21:19	2:21:19	1	0	0	0	2	0	0	0	1	9
g	106	2:23:10	2:23:15	5	4	0	0	2	0	0	0	1	9
g	107	2:23:46	2:23:46	19	18	0	0	2	0	0	0	1	9
g	108	2:24:2	2:24:8	11	10	0	0	2	0	0	0	1	9
g	109	2:24:22	2:24:23	7	6	0	0	2	0	0	0	1	9
f	110	2:24:50	2:24:56	1	0	0	0	2	0	0	0	1	9
g	111	2:25:54	2:26:3	2	1	0	0	2	0	0	0	1	9
g	112	2:26:31	2:26:35	10	9	0	0	2	0	0	0	1	9
f	113	2:26:56	2:27:3	10	9	0	0	2	0	0	0	1	9
f	114	2:27:8	2:27:13	1	0	0	0	2	0	0	0	1	9
g	115	2:27:21	2:27:21	6	5	0	0	2	0	0	0	1	9
g	116	2:29:9	2:29:18	7	6	0	0	2	0	0	0	1	9
f	117	2:30:7	2:30:12	5	4	0	0	2	0	0	0	1	9
f	118	2:30:50	2:30:53	19	18	0	0	2	0	0	0	1	9
f	119	2:31:33	2:31:41	2	1	0	0	2	0	0	0	1	9
f	120	2:32:14	2:32:21	1	0	0	0	2	0	0	0	1	9
g	121	2:33:53	2:33:59	6	5	0	0	2	0	0	0	1	9
g	122	2:35:57	2:35:57	7	6	0	0	2	0	0	0	1	9
g	123	2:37:2	2:37:4	11	10	0	0	2	0	0	0	1	9
f	124	2:38:2	2:38:10	1	0	0	0	2	0	0	0	1	9
f	125	2:38:59	2:39:1	1	0	0	0	2	0	0	0	1	9
g	126	2:39:5	2:39:7	1	0	0	0	2	0	0	0	1	9
f	127	2:39:27	2:39:31	8	7	0	0	2	0	0	0	1	9
f	128	2:40:6	2:40:7	1	0	0	0	2	0	0	0	1	9
f	130	2:40:35	2:40:41	1	0	0	0	2	0	0	0	1	9
g	129	2:40:41	2:40:41	8	7	0	0	2	1	0	0	1	9
g	131	2:42:56	2:43:0	13	12	1	0	2	0	0	0	1	9
f	132	2:43:23	2:43:27	3	2	0	0	2	0	0	0	1	9
f	133	2:46:8	2:46:11	6	5	0	0	2	0	0	0	1	9
f	134	2:46:15	2:46:22	11	10	0	0	2	0	0	0	1	9
g	135	2:46:43	2:46:46	17	16	2	2	2	0	0	0	1	9
f	136	2:47:48	2:47:55	1	0	0	0	2	0	0	0	1	9
f	137	2:48:40	2:48:40	3	2	0	0	2	0	0	0	1	9
f	138	2:48:55	2:48:56	4	3	0	0	2	0	0	0	1	9
g	139	2:49:3	2:49:10	4	3	1	0	2	0	0	0	1	9
g	140	2:49:43	2:49:49	1	0	0	0	2	0	0	0	1	9
g	141	2:49:56	2:50:5	1	0	0	0	2	0	0	0	1	9
g	142	2:51:35	2:51:39	22	21	0	0	2	0	0	0	1	9
g	143	2:52:44	2:52:50	1	0	0	0	2	0	0	0	1	9
g	144	2:54:21	2:54:22	7	6	0	0	2	0	0	0	1	9
g	145	2:57:14	2:57:15	6	5	0	0	2	0	0	0	1	9
g	146	2:58:52	2:59:1	6	5	0	0	2	0	0	0	1	9
f	147	2:59:14	2:59:21	1	0	0	0	2	0	0	0	1	9
f	148	2:59:35	2:59:36	8	7	0	0	2	0	0	0	1	9
f	149	3:0:20	3:0:26	2	1	0	0	2	0	0	0	1	9
g	150	3:0:32	3:0:34	1	0	0	0	2	0	0	0	1	9
g	151	3:1:50	3:1:55	5	4	0	0	2	0	0	0	1	9
f	152	3:2:13	3:2:18	6	5	0	0	2	0	0	0	1	9
g	153	3:6:27	3:6:36	9	8	2	0	2	0	0	0	1	9
g	154	3:6:55	3:6:58	9	8	0	1	2	0	0	0	1	9
f	155	3:7:7	3:7:7	1	0	0	0	2	0	0	0	1	9
f	156	3:7:11	3:7:20	10	9	0	0	2	0	0	0	1	9
g	157	3:7:36	3:7:38	1	0	0	0	2	0	0	0	1	9
g	158	3:8:2	3:8:10	15	14	0	0	2	0	0	0	1	9
g	159	3:8:39	3:8:48	11	10	2	0	2	0	0	0	1	9
g	160	3:9:11	3:9:16	1	0	0	0	2	0	0	0	1	9
g	161	3:9:18	3:9:26	1	0	0	0	2	0	0	0	1	9
f	162	3:10:41	3:10:48	1	0	0	0	2	0	0	0	1	9
g	163	3:12:44	3:12:44	1	0	0	0	2	0	0	0	1	9
g	164	3:12:45	3:12:46	9	8	0	0	2	0	0	0	1	9
g	165	3:12:49	3:12:55	1	0	0	0	2	0	0	0	1	9
f	166	3:13:25	3:13:25	1	0	0	0	2	0	0	0	1	9
f	167	3:13:29	3:13:33	10	9	0	0	2	0	0	0	1	9
f	168	3:13:29	3:13:35	2	1	0	0	2	0	0	0	1	9
f	169	3:15:30	3:15:39	9	8	0	0	2	0	0	0	1	9
g	171	3:16:29	3:16:38	3	2	0	0	2	0	0	0	1	9
f	170	3:16:30	3:16:34	1	0	0	0	2	1	8	8	1	9
g	172	3:16:40	3:16:40	7	6	0	0	2	0	0	0	1	9
g	173	3:17:21	3:17:21	2	1	0	0	2	0	0	0	1	9
f	174	3:18:43	3:18:44	9	8	0	0	2	0	0	0	1	9
f	175	3:20:55	3:21:3	1	0	0	0	2	0	0	0	1	9
f	176	3:24:26	3:24:32	1	0	0	0	2	0	0	0	1	9
f	177	3:26:14	3:26:23	1	0	0	0	2	0	0	0	1	9
g	178	3:31:40	3:31:44	6	5	0	0	2	0	0	0	1	9
g	179	3:33:57	3:33:58	10	9	0	0	2	0	0	0	1	9
f	180	3:34:8	3:34:11	1	0	0	0	2	0	0	0	1	9
g	181	3:36:1	3:36:4	9	8	0	0	2	0	0	0	1	9
g	182	3:36:14	3:36:16	1	0	0	0	2	0	0	0	1	9
f	183	3:38:3	3:38:4	1	0	0	0	2	0	0	0	1	9
g	184	3:38:24	3:38:32	3	2	0	0	2	0	0	0	1	9
g	185	3:39:0	3:39:7	1	0	0	0	2	0	0	0	1	9
g	186	3:41:49	3:41:57	6	5	0	0	2	0	0	0	1	9
g	187	3:43:12	3:43:17	15	14	0	0	2	0	0	0	1	9
f	188	3:45:59	3:46:4	6	5	0	0	2	0	0	0	1	9
g	190	3:48:32	3:48:41	4	3	0	0	2	0	0	0	1	9
f	189	3:48:32	3:48:35	4	3	0	0	2	1	3	3	1	9
