Speaker	GlobalIndex	StartTime	StopTime	Tokens	NGrams	SelfShared	OtherShared	N	OverlapCount	OverlapSeconds	AvgOverlap	Day	Reality
g	32	0:25:13	0:25:15	1	1	0	0	1	0	0	0	1	9
f	33	0:25:47	0:25:49	9	9	1	0	1	0	0	0	1	9
g	34	0:26:25	0:26:29	5	5	0	1	1	0	0	0	1	9
g	35	0:27:13	0:27:18	17	17	4	3	1	0	0	0	1	9
g	36	0:27:41	0:27:49	1	1	0	0	1	0	0	0	1	9
f	37	0:29:9	0:29:10	1	1	0	0	1	0	0	0	1	9
f	38	0:33:38	0:33:41	1	1	0	0	1	0	0	0	1	9
g	39	0:34:17	0:34:25	1	1	0	0	1	0	0	0	1	9
g	40	0:35:9	0:35:14	5	5	0	0	1	0	0	0	1	9
g	41	0:35:33	0:35:37	5	5	1	0	1	0	0	0	1	9
g	42	0:38:24	0:38:27	14	14	1	0	1	0	0	0	1	9
g	43	0:39:42	0:39:47	1	1	0	0	1	0	0	0	1	9
f	44	0:40:8	0:40:10	5	5	0	0	1	0	0	0	1	9
g	45	0:40:25	0:40:32	8	8	0	1	1	0	0	0	1	9
f	46	0:40:33	0:40:40	2	2	0	0	1	0	0	0	1	9
g	47	0:43:35	0:43:39	2	2	1	0	1	0	0	0	1	9
g	48	0:44:39	0:44:44	18	18	1	0	1	0	0	0	1	9
g	49	0:44:46	0:44:48	5	5	2	0	1	0	0	0	1	9
g	50	0:45:32	0:45:39	7	7	0	0	1	0	0	0	1	9
f	51	0:46:7	0:46:11	12	12	0	1	1	0	0	0	1	9
f	52	0:46:12	0:46:21	15	15	6	2	1	0	0	0	1	9
g	53	0:48:14	0:48:15	1	1	0	0	1	0	0	0	1	9
g	54	0:48:57	0:49:2	1	1	0	0	1	0	0	0	1	9
f	55	0:49:46	0:49:52	1	1	0	0	1	0	0	0	1	9
f	56	0:50:9	0:50:13	1	1	1	0	1	0	0	0	1	9
g	57	0:50:40	0:50:46	5	5	0	0	1	0	0	0	1	9
f	58	0:50:50	0:50:59	1	1	1	0	1	0	0	0	1	9
g	59	0:51:4	0:51:11	1	1	0	0	1	0	0	0	1	9
f	60	0:54:1	0:54:7	1	1	1	0	1	0	0	0	1	9
g	61	0:54:57	0:54:58	22	22	0	0	1	0	0	0	1	9
g	62	0:55:5	0:55:10	3	3	0	0	1	0	0	0	1	9
g	63	0:56:12	0:56:18	1	1	0	0	1	0	0	0	1	9
f	64	0:57:0	0:57:0	1	1	0	0	1	0	0	0	1	9
g	65	0:57:50	0:57:56	1	1	0	0	1	0	0	0	1	9
g	66	0:58:12	0:58:17	1	1	0	0	1	0	0	0	1	9
f	67	0:58:35	0:58:42	5	5	0	0	1	0	0	0	1	9
f	68	0:59:19	0:59:24	1	1	0	0	1	0	0	0	1	9
g	69	1:0:25	1:0:34	4	4	0	0	1	0	0	0	1	9
g	70	1:1:2	1:1:8	1	1	0	0	1	0	0	0	1	9
g	71	1:3:28	1:3:35	4	4	0	0	1	0	0	0	1	9
g	72	1:3:58	1:4:7	6	6	0	0	1	0	0	0	1	9
g	73	1:4:39	1:4:43	4	4	0	0	1	0	0	0	1	9
g	74	1:5:9	1:5:10	1	1	0	0	1	0	0	0	1	9
g	75	1:5:55	1:5:58	10	10	0	0	1	0	0	0	1	9
f	76	1:6:55	1:6:59	1	1	0	0	1	0	0	0	1	9
f	77	1:7:1	1:7:5	1	1	0	0	1	0	0	0	1	9
f	78	1:9:10	1:9:17	17	17	0	4	1	0	0	0	1	9
g	79	1:9:12	1:9:20	7	7	2	1	1	1	5	5	1	9
g	80	1:10:3	1:10:10	2	2	0	0	1	0	0	0	1	9
g	81	1:10:15	1:10:22	19	19	0	4	1	0	0	0	1	9
g	82	1:10:27	1:10:28	1	1	0	0	1	0	0	0	1	9
g	83	1:13:0	1:13:4	7	7	0	4	1	0	0	0	1	9
f	84	1:14:14	1:14:20	1	1	0	0	1	0	0	0	1	9
f	85	1:14:13	1:14:22	3	3	0	1	1	0	0	0	1	9
g	86	1:14:24	1:14:30	2	2	0	0	1	0	0	0	1	9
g	87	1:18:11	1:18:14	1	1	0	0	1	0	0	0	1	9
f	88	1:18:43	1:18:46	3	3	0	0	1	0	0	0	1	9
g	89	1:18:50	1:18:54	2	2	0	0	1	0	0	0	1	9
g	90	1:19:15	1:19:22	3	3	0	0	1	0	0	0	1	9
g	91	1:21:10	1:21:18	1	1	0	0	1	0	0	0	1	9
g	92	1:22:27	1:22:31	2	2	1	0	1	0	0	0	1	9
g	93	1:25:5	1:25:9	18	18	2	2	1	0	0	0	1	9
f	94	1:26:7	1:26:12	9	9	0	2	1	0	0	0	1	9
g	95	1:27:2	1:27:4	1	1	0	0	1	0	0	0	1	9
g	96	1:27:10	1:27:18	1	1	0	0	1	0	0	0	1	9
f	97	1:28:46	1:28:49	2	2	0	0	1	0	0	0	1	9
g	98	1:29:6	1:29:10	22	22	0	0	1	0	0	0	1	9
g	99	1:29:42	1:29:43	7	7	4	0	1	0	0	0	1	9
g	100	1:30:12	1:30:15	2	2	0	0	1	0	0	0	1	9
g	101	1:31:17	1:31:17	7	7	0	0	1	0	0	0	1	9
g	102	1:32:1	1:32:2	7	7	0	0	1	0	0	0	1	9
g	103	1:32:1	1:32:8	3	3	0	0	1	0	0	0	1	9
f	104	1:32:9	1:32:14	1	1	0	0	1	0	0	0	1	9
f	105	1:35:37	1:35:37	10	10	0	1	1	0	0	0	1	9
f	106	1:38:50	1:38:54	1	1	0	0	1	0	0	0	1	9
g	107	1:40:10	1:40:16	3	3	0	0	1	0	0	0	1	9
g	108	1:42:59	1:43:6	7	7	1	0	1	0	0	0	1	9
g	109	1:43:16	1:43:24	22	22	4	0	1	0	0	0	1	9
g	110	1:43:26	1:43:35	5	5	2	0	1	0	0	0	1	9
f	111	1:44:56	1:44:58	1	1	0	0	1	0	0	0	1	9
g	112	1:46:15	1:46:23	10	10	0	0	1	0	0	0	1	9
g	113	1:48:28	1:48:30	2	2	2	0	1	0	0	0	1	9
g	114	1:48:34	1:48:34	6	6	0	0	1	0	0	0	1	9
f	115	1:50:35	1:50:43	2	2	0	0	1	0	0	0	1	9
g	116	1:52:10	1:52:11	13	13	2	0	1	0	0	0	1	9
f	117	1:53:27	1:53:29	13	13	0	4	1	0	0	0	1	9
f	118	1:54:32	1:54:39	6	6	1	2	1	0	0	0	1	9
f	119	1:55:11	1:55:14	1	1	0	0	1	0	0	0	1	9
g	120	1:59:4	1:59:6	5	5	2	0	1	0	0	0	1	9
g	121	2:0:5	2:0:12	1	1	0	0	1	0	0	0	1	9
g	122	2:0:13	2:0:15	1	1	0	0	1	0	0	0	1	9
g	123	2:0:25	2:0:28	10	10	0	0	1	0	0	0	1	9
f	124	2:1:5	2:1:8	1	1	0	0	1	0	0	0	1	9
g	125	2:2:50	2:2:58	3	3	2	0	1	0	0	0	1	9
g	126	2:9:10	2:9:15	12	12	0	0	1	0	0	0	1	9
g	127	2:9:27	2:9:35	1	1	0	0	1	0	0	0	1	9
g	128	2:9:45	2:9:48	4	4	0	0	1	0	0	0	1	9
g	129	2:10:9	2:10:17	5	5	1	0	1	0	0	0	1	9
g	130	2:10:21	2:10:30	9	9	0	0	1	0	0	0	1	9
g	131	2:11:0	2:11:8	4	4	0	0	1	0	0	0	1	9
g	132	2:11:41	2:11:45	9	9	0	0	1	0	0	0	1	9
g	133	2:12:8	2:12:14	1	1	0	0	1	0	0	0	1	9
f	134	2:12:14	2:12:19	4	4	1	0	1	1	0	0	1	9
g	135	2:13:36	2:13:36	5	5	0	0	1	0	0	0	1	9
f	136	2:14:14	2:14:14	1	1	1	0	1	0	0	0	1	9
f	137	2:15:34	2:15:38	1	1	0	0	1	0	0	0	1	9
g	138	2:17:46	2:17:49	1	1	1	0	1	0	0	0	1	9
f	139	2:20:39	2:20:46	1	1	1	0	1	0	0	0	1	9
g	140	2:21:1	2:21:6	1	1	0	1	1	0	0	0	1	9
g	141	2:21:22	2:21:28	1	1	0	0	1	0	0	0	1	9
f	142	2:23:48	2:23:51	7	7	0	0	1	0	0	0	1	9
g	143	2:24:17	2:24:22	1	1	0	0	1	0	0	0	1	9
g	144	2:25:6	2:25:15	6	6	1	1	1	0	0	0	1	9
f	145	2:26:22	2:26:23	2	2	0	0	1	0	0	0	1	9
g	146	2:26:51	2:27:0	1	1	0	0	1	0	0	0	1	9
f	147	2:27:40	2:27:45	15	15	0	0	1	0	0	0	1	9
g	148	2:28:39	2:28:45	4	4	0	0	1	0	0	0	1	9
g	149	2:29:18	2:29:25	10	10	1	5	1	0	0	0	1	9
g	150	2:30:6	2:30:15	9	9	2	1	1	0	0	0	1	9
g	151	2:30:45	2:30:52	3	3	0	0	1	0	0	0	1	9
g	152	2:36:21	2:36:28	6	6	0	2	1	0	0	0	1	9
g	153	2:39:6	2:39:14	1	1	0	0	1	0	0	0	1	9
g	154	2:39:35	2:39:42	1	1	1	0	1	0	0	0	1	9
g	155	2:40:12	2:40:18	4	4	0	0	1	0	0	0	1	9
g	156	2:40:18	2:40:21	6	6	1	1	1	0	0	0	1	9
g	157	2:41:34	2:41:42	4	4	0	3	1	0	0	0	1	9
f	158	2:42:2	2:42:4	3	3	3	2	1	0	0	0	1	9
g	159	2:42:45	2:42:51	16	16	0	0	1	0	0	0	1	9
g	160	2:44:55	2:44:57	2	2	0	0	1	0	0	0	1	9
g	161	2:49:8	2:49:15	6	6	0	0	1	0	0	0	1	9
g	162	2:54:25	2:54:34	5	5	1	0	1	0	0	0	1	9
g	163	2:55:12	2:55:19	12	12	1	4	1	0	0	0	1	9
g	164	2:58:35	2:58:44	13	13	6	3	1	0	0	0	1	9
g	165	3:2:40	3:2:45	1	1	0	0	1	0	0	0	1	9
g	166	3:3:44	3:3:46	14	14	0	0	1	0	0	0	1	9
g	167	3:3:43	3:3:50	4	4	1	0	1	0	0	0	1	9
g	168	3:5:16	3:5:16	2	2	0	0	1	0	0	0	1	9
f	169	3:6:8	3:6:12	4	4	2	1	1	0	0	0	1	9
f	170	3:7:40	3:7:45	6	6	3	0	1	0	0	0	1	9
g	171	3:8:28	3:8:30	9	9	0	1	1	0	0	0	1	9
f	172	3:8:55	3:8:55	1	1	0	0	1	0	0	0	1	9
g	173	3:11:36	3:11:41	16	16	1	0	1	0	0	0	1	9
g	174	3:11:53	3:11:57	1	1	0	0	1	0	0	0	1	9
f	175	3:16:20	3:16:27	2	2	0	0	1	0	0	0	1	9
f	177	3:18:30	3:18:37	1	1	0	0	1	0	0	0	1	9
g	176	3:18:33	3:18:33	7	7	0	0	1	1	4	4	1	9
g	178	3:19:22	3:19:28	1	1	0	0	1	0	0	0	1	9
g	179	3:19:27	3:19:30	6	6	0	0	1	0	0	0	1	9
g	180	3:20:6	3:20:12	7	7	0	0	1	0	0	0	1	9
f	181	3:20:59	3:21:0	4	4	0	0	1	0	0	0	1	9
g	182	3:21:45	3:21:46	2	2	0	0	1	0	0	0	1	9
g	183	3:22:36	3:22:45	15	15	1	0	1	0	0	0	1	9
g	184	3:22:39	3:22:46	6	6	1	0	1	0	0	0	1	9
g	185	3:23:54	3:24:1	7	7	0	0	1	0	0	0	1	9
g	186	3:26:18	3:26:21	1	1	0	1	1	0	0	0	1	9
g	187	3:26:19	3:26:27	3	3	0	0	1	0	0	0	1	9
g	188	3:27:24	3:27:32	6	6	0	0	1	0	0	0	1	9
g	189	3:29:24	3:29:24	1	1	0	0	1	0	0	0	1	9
g	190	3:33:33	3:33:38	1	1	0	0	1	0	0	0	1	9
g	191	3:34:26	3:34:29	1	1	0	1	1	0	0	0	1	9
g	192	3:37:44	3:37:50	1	1	0	0	1	0	0	0	1	9
g	193	3:38:19	3:38:20	4	4	0	0	1	0	0	0	1	9
g	194	3:38:39	3:38:46	3	3	1	0	1	0	0	0	1	9
g	195	3:38:46	3:38:52	6	6	1	0	1	0	0	0	1	9
g	196	3:40:14	3:40:21	7	7	1	1	1	0	0	0	1	9
g	197	3:41:6	3:41:12	1	1	0	0	1	0	0	0	1	9
g	198	3:42:33	3:42:36	2	2	0	0	1	0	0	0	1	9
g	199	3:43:26	3:43:30	6	6	0	0	1	0	0	0	1	9
f	200	3:44:51	3:44:52	7	7	0	2	1	0	0	0	1	9
g	201	3:46:5	3:46:12	12	12	2	2	1	0	0	0	1	9
g	202	3:47:46	3:47:52	10	10	2	1	1	0	0	0	1	9
g	203	3:49:36	3:49:44	1	1	0	0	1	0	0	0	1	9
g	204	3:51:4	3:51:12	2	2	0	1	1	0	0	0	1	9
f	205	3:51:32	3:51:39	6	6	1	0	1	0	0	0	1	9
f	206	3:51:57	3:52:2	7	7	2	0	1	0	0	0	1	9
g	207	3:52:13	3:52:15	22	22	0	5	1	0	0	0	1	9
g	208	3:53:16	3:53:21	1	1	0	0	1	0	0	0	1	9
g	209	3:54:42	3:54:44	1	1	1	0	1	0	0	0	1	9
g	210	3:54:58	3:55:5	4	4	0	1	1	0	0	0	1	9
g	211	3:55:20	3:55:23	13	13	1	2	1	0	0	0	1	9
g	212	3:59:18	3:59:19	6	6	1	1	1	0	0	0	1	9
g	213	4:0:2	4:0:7	1	1	0	0	1	0	0	0	1	9
g	214	4:4:49	4:4:52	14	14	0	2	1	0	0	0	1	9
f	215	4:5:38	4:5:38	8	8	2	2	1	0	0	0	1	9
g	216	4:7:9	4:7:17	10	10	2	3	1	0	0	0	1	9
f	217	4:10:54	4:11:2	6	6	1	2	1	0	0	0	1	9
f	218	4:11:9	4:11:9	8	8	1	1	1	0	0	0	1	9
f	219	4:12:3	4:12:5	5	5	0	1	1	0	0	0	1	9
g	220	4:12:39	4:12:46	1	1	0	0	1	0	0	0	1	9
g	221	4:13:4	4:13:7	3	3	0	0	1	0	0	0	1	9
g	222	4:13:41	4:13:43	1	1	0	0	1	0	0	0	1	9
f	223	4:13:49	4:13:54	9	9	1	0	1	0	0	0	1	9
g	224	4:13:54	4:14:1	9	9	0	0	1	1	0	0	1	9
f	225	4:14:47	4:14:54	1	1	0	0	1	0	0	0	1	9
g	226	4:15:13	4:15:18	7	7	0	0	1	0	0	0	1	9
f	227	4:15:25	4:15:32	1	1	1	0	1	0	0	0	1	9
f	228	4:17:56	4:17:59	1	1	1	0	1	0	0	0	1	9
f	229	4:18:26	4:18:29	12	12	0	2	1	0	0	0	1	9
g	230	4:18:37	4:18:42	17	17	5	7	1	0	0	0	1	9
g	231	4:20:21	4:20:21	1	1	1	0	1	0	0	0	1	9
g	232	4:20:33	4:20:41	1	1	0	0	1	0	0	0	1	9
g	233	4:21:54	4:21:59	1	1	1	0	1	0	0	0	1	9
f	234	4:24:43	4:24:52	1	1	0	1	1	0	0	0	1	9
f	235	4:24:46	4:24:52	1	1	1	1	1	0	0	0	1	9
f	236	4:25:23	4:25:29	6	6	0	0	1	0	0	0	1	9
g	237	4:25:37	4:25:45	1	1	0	0	1	0	0	0	1	9
g	238	4:26:17	4:26:18	1	1	0	0	1	0	0	0	1	9
g	239	4:29:45	4:29:47	2	2	0	0	1	0	0	0	1	9
g	240	4:30:29	4:30:33	3	3	0	1	1	0	0	0	1	9
f	241	4:30:59	4:31:2	1	1	0	0	1	0	0	0	1	9
g	242	4:31:25	4:31:25	23	23	2	0	1	0	0	0	1	9
f	243	4:34:6	4:34:6	5	5	0	1	1	0	0	0	1	9
g	244	4:34:27	4:34:31	2	2	2	0	1	0	0	0	1	9
g	245	4:35:57	4:36:1	3	3	0	0	1	0	0	0	1	9
g	246	4:36:39	4:36:45	1	1	0	0	1	0	0	0	1	9
g	247	4:36:43	4:36:46	1	1	0	0	1	0	0	0	1	9
f	248	4:38:0	4:38:1	1	1	0	1	1	0	0	0	1	9
f	249	4:40:7	4:40:12	1	1	0	0	1	0	0	0	1	9
g	250	4:40:32	4:40:35	6	6	1	0	1	0	0	0	1	9
g	251	4:43:57	4:44:3	7	7	0	0	1	0	0	0	1	9
g	252	4:44:41	4:44:45	6	6	2	0	1	0	0	0	1	9
g	253	4:45:44	4:45:48	6	6	3	0	1	0	0	0	1	9
g	254	4:45:44	4:45:53	6	6	2	0	1	0	0	0	1	9
f	255	4:46:13	4:46:15	6	6	1	2	1	0	0	0	1	9
g	256	4:46:33	4:46:40	4	4	1	0	1	0	0	0	1	9
g	257	4:46:46	4:46:54	12	12	2	1	1	0	0	0	1	9
g	258	4:47:47	4:47:54	3	3	1	1	1	0	0	0	1	9
g	259	4:50:8	4:50:17	1	1	0	0	1	0	0	0	1	9
g	260	4:53:34	4:53:43	1	1	0	0	1	0	0	0	1	9
g	261	4:56:2	4:56:9	1	1	0	0	1	0	0	0	1	9
g	262	4:56:50	4:56:51	2	2	0	0	1	0	0	0	1	9
g	263	4:58:5	4:58:11	3	3	0	0	1	0	0	0	1	9
g	264	4:58:43	4:58:47	7	7	0	0	1	0	0	0	1	9
g	265	5:1:5	5:1:7	3	3	1	0	1	0	0	0	1	9
f	266	5:1:8	5:1:12	1	1	0	0	1	0	0	0	1	9
g	267	5:2:6	5:2:15	4	4	1	0	1	0	0	0	1	9
g	268	5:3:48	5:3:54	9	9	1	0	1	0	0	0	1	9
g	269	5:7:7	5:7:14	1	1	0	1	1	0	0	0	1	9
g	270	5:8:31	5:8:39	4	4	0	0	1	0	0	0	1	9
f	271	5:9:33	5:9:39	13	13	0	3	1	0	0	0	1	9
g	272	5:9:41	5:9:49	8	8	3	5	1	0	0	0	1	9
g	273	5:10:24	5:10:31	13	13	5	7	1	0	0	0	1	9
g	274	5:11:8	5:11:10	5	5	2	1	1	0	0	0	1	9
f	275	5:11:47	5:11:47	2	2	0	0	1	0	0	0	1	9
g	276	5:11:53	5:11:59	4	4	0	0	1	0	0	0	1	9
g	277	5:12:24	5:12:26	5	5	0	0	1	0	0	0	1	9
f	278	5:13:45	5:13:54	12	12	0	1	1	0	0	0	1	9
f	279	5:14:2	5:14:8	6	6	0	0	1	0	0	0	1	9
g	280	5:16:0	5:16:0	6	6	3	0	1	0	0	0	1	9
g	281	5:17:52	5:17:59	7	7	0	2	1	0	0	0	1	9
g	282	5:18:11	5:18:13	4	4	0	0	1	0	0	0	1	9
f	283	5:18:28	5:18:32	1	1	0	0	1	0	0	0	1	9
f	284	5:19:20	5:19:29	10	10	0	3	1	0	0	0	1	9
g	285	5:19:35	5:19:36	4	4	1	1	1	0	0	0	1	9
g	286	5:20:30	5:20:31	3	3	2	1	1	0	0	0	1	9
g	287	5:21:56	5:21:58	7	7	2	3	1	0	0	0	1	9
g	288	5:21:55	5:22:0	2	2	0	0	1	0	0	0	1	9
g	289	5:23:8	5:23:11	1	1	0	1	1	0	0	0	1	9
g	290	5:23:55	5:23:58	5	5	0	0	1	0	0	0	1	9
g	291	5:24:28	5:24:29	10	10	1	2	1	0	0	0	1	9
g	292	5:26:20	5:26:26	8	8	1	1	1	0	0	0	1	9
g	293	5:26:28	5:26:29	8	8	3	1	1	0	0	0	1	9
f	294	5:27:59	5:28:6	11	11	2	2	1	0	0	0	1	9
g	295	5:28:34	5:28:35	1	1	0	0	1	0	0	0	1	9
f	296	5:28:57	5:28:57	1	1	0	1	1	0	0	0	1	9
f	297	5:29:19	5:29:21	1	1	1	1	1	0	0	0	1	9
f	298	5:31:6	5:31:12	2	2	0	0	1	0	0	0	1	9
g	299	5:36:40	5:36:44	1	1	0	1	1	0	0	0	1	9
g	300	5:38:58	5:39:7	1	1	0	0	1	0	0	0	1	9
g	301	5:40:54	5:41:3	8	8	0	0	1	0	0	0	1	9
g	302	5:41:54	5:41:55	4	4	1	0	1	0	0	0	1	9
f	303	5:42:38	5:42:42	6	6	0	0	1	0	0	0	1	9
g	304	5:46:53	5:46:59	1	1	0	0	1	0	0	0	1	9
g	305	5:48:6	5:48:12	6	6	0	1	1	0	0	0	1	9
f	306	5:53:23	5:53:30	9	9	2	2	1	0	0	0	1	9
g	307	5:53:26	5:53:34	7	7	0	0	1	1	4	4	1	9
f	308	5:54:38	5:54:47	8	8	2	3	1	0	0	0	1	9
g	309	5:55:8	5:55:14	10	10	0	0	1	0	0	0	1	9
g	310	5:55:59	5:56:1	8	8	0	1	1	0	0	0	1	9
g	311	5:55:58	5:56:5	1	1	0	0	1	0	0	0	1	9
f	312	5:57:16	5:57:20	1	1	0	0	1	0	0	0	1	9
g	313	5:57:20	5:57:26	9	9	0	0	1	1	0	0	1	9
g	314	5:57:38	5:57:38	3	3	3	0	1	0	0	0	1	9
f	315	5:58:56	5:59:1	6	6	0	0	1	0	0	0	1	9
g	316	5:59:37	5:59:42	2	2	0	1	1	0	0	0	1	9
g	317	5:59:38	5:59:45	9	9	0	0	1	0	0	0	1	9
g	318	6:0:51	6:0:59	4	4	1	0	1	0	0	0	1	9
g	319	6:0:57	6:1:4	14	14	1	2	1	0	0	0	1	9
g	320	6:3:34	6:3:40	16	16	5	0	1	0	0	0	1	9
f	321	6:4:42	6:4:42	1	1	0	0	1	0	0	0	1	9
g	322	6:4:47	6:4:53	13	13	4	0	1	0	0	0	1	9
g	323	6:6:11	6:6:17	13	13	4	0	1	0	0	0	1	9
g	324	6:6:44	6:6:51	8	8	2	0	1	0	0	0	1	9
g	325	6:9:19	6:9:28	1	1	0	0	1	0	0	0	1	9
g	326	6:10:51	6:10:58	1	1	0	1	1	0	0	0	1	9
g	327	6:11:6	6:11:8	1	1	0	0	1	0	0	0	1	9
f	328	6:11:14	6:11:21	1	1	1	0	1	0	0	0	1	9
f	329	6:13:28	6:13:28	1	1	1	0	1	0	0	0	1	9
g	330	6:16:27	6:16:35	9	9	0	0	1	0	0	0	1	9
f	331	6:17:4	6:17:7	4	4	0	0	1	0	0	0	1	9
g	332	6:17:25	6:17:25	1	1	0	0	1	0	0	0	1	9
g	333	6:19:8	6:19:17	2	2	0	0	1	0	0	0	1	9
g	334	6:19:40	6:19:46	5	5	0	0	1	0	0	0	1	9
g	335	6:20:2	6:20:10	19	19	4	3	1	0	0	0	1	9
g	336	6:20:16	6:20:19	1	1	0	0	1	0	0	0	1	9
g	337	6:21:35	6:21:38	2	2	0	0	1	0	0	0	1	9
g	338	6:21:44	6:21:51	2	2	0	0	1	0	0	0	1	9
g	339	6:24:39	6:24:41	8	8	1	1	1	0	0	0	1	9
g	340	6:25:2	6:25:7	6	6	3	1	1	0	0	0	1	9
f	341	6:27:13	6:27:14	7	7	0	1	1	0	0	0	1	9
g	342	6:27:18	6:27:22	2	2	0	0	1	0	0	0	1	9
f	0	0:0:21	0:0:26	2	1	0	0	2	0	0	0	1	9
f	1	0:0:19	0:0:28	1	0	0	0	2	0	0	0	1	9
g	2	0:1:26	0:1:32	3	2	0	0	2	0	0	0	1	9
g	3	0:2:14	0:2:17	6	5	0	0	2	0	0	0	1	9
g	4	0:2:28	0:2:28	1	0	0	0	2	0	0	0	1	9
f	5	0:5:25	0:5:30	2	1	0	0	2	0	0	0	1	9
g	6	0:5:45	0:5:45	10	9	0	0	2	0	0	0	1	9
g	7	0:6:36	0:6:37	5	4	0	0	2	0	0	0	1	9
g	8	0:6:54	0:6:56	1	0	0	0	2	0	0	0	1	9
f	9	0:6:54	0:7:0	5	4	0	0	2	1	6	6	1	9
g	10	0:8:30	0:8:30	4	3	0	0	2	0	0	0	1	9
g	11	0:13:41	0:13:46	3	2	0	0	2	0	0	0	1	9
f	12	0:13:43	0:13:47	1	0	0	0	2	1	3	3	1	9
g	13	0:15:7	0:15:10	2	1	0	0	2	0	0	0	1	9
f	14	0:15:11	0:15:15	5	4	0	0	2	0	0	0	1	9
g	15	0:15:12	0:15:21	5	4	0	0	2	1	3	3	1	9
f	16	0:15:59	0:16:8	1	0	0	0	2	0	0	0	1	9
g	17	0:16:49	0:16:53	6	5	0	0	2	0	0	0	1	9
g	18	0:16:57	0:17:1	1	0	0	0	2	0	0	0	1	9
g	19	0:16:55	0:17:3	2	1	0	0	2	0	0	0	1	9
g	20	0:17:43	0:17:48	5	4	0	0	2	0	0	0	1	9
g	21	0:19:32	0:19:34	1	0	0	0	2	0	0	0	1	9
g	22	0:19:35	0:19:35	2	1	0	0	2	0	0	0	1	9
g	23	0:20:43	0:20:49	6	5	0	0	2	0	0	0	1	9
g	24	0:21:22	0:21:29	2	1	0	0	2	0	0	0	1	9
g	25	0:22:4	0:22:4	16	15	1	0	2	0	0	0	1	9
g	27	0:22:29	0:22:35	4	3	0	0	2	0	0	0	1	9
f	26	0:22:34	0:22:35	7	6	0	0	2	1	1	1	1	9
g	28	0:23:18	0:23:21	4	3	0	2	2	0	0	0	1	9
g	29	0:23:43	0:23:52	2	1	0	0	2	0	0	0	1	9
g	30	0:24:26	0:24:35	1	0	0	0	2	0	0	0	1	9
g	31	0:24:35	0:24:43	9	8	0	1	2	0	0	0	1	9
g	32	0:25:13	0:25:15	1	0	0	0	2	0	0	0	1	9
f	33	0:25:47	0:25:49	9	8	0	0	2	0	0	0	1	9
g	34	0:26:25	0:26:29	5	4	0	0	2	0	0	0	1	9
g	35	0:27:13	0:27:18	17	16	2	0	2	0	0	0	1	9
g	36	0:27:41	0:27:49	1	0	0	0	2	0	0	0	1	9
f	37	0:29:9	0:29:10	1	0	0	0	2	0	0	0	1	9
f	38	0:33:38	0:33:41	1	0	0	0	2	0	0	0	1	9
g	39	0:34:17	0:34:25	1	0	0	0	2	0	0	0	1	9
g	40	0:35:9	0:35:14	5	4	0	0	2	0	0	0	1	9
